Date,Store ID,Product ID,Units Sold,Sales Amount,Discount Applied,Customer Segment
2024-11-12,S035,P080,151.0,3896.56,5.36,Regular
17/11/2024,S035,P065,8.0,4939.68,9.01,Regular
2024-11-04,S020,P048,59.0,1693.23,7.75,Premium
2024-11-14,S038,P020,199.0,2045.6,3.92,New
,S021,P063,152.0,832.25,,Premium
18/11/2024,S035,P022,24.0,3959.45,13.52,Regular
04/11/2024,S003,P083,160.0,2642.76,11.31,Premium
28/11/2024,S019,P053,109.0,2863.45,13.15,Premium
2024-11-27,S005,,173.0,988.2,5.23,Regular
2024-11-06,S026,P025,41.0,3592.86,10.74,New
2024-11-10,S046,P094,147.0,1162.19,1.52,New
13/11/2024,S009,P096,78.0,960.89,,Regular
02/11/2024,S018,P048,164.0,373.29,2.53,New
2024-11-09,S035,P086,7.0,1200.28,8.48,Regular
,S009,P073,57.0,1994.25,19.75,Regular
2024-11-30,S010,P058,27.0,1829.76,,Premium
11-23-2024,S010,,91.0,4179.66,,
2024-11-09,S011,P019,9.0,4166.9,12.37,Premium
25/11/2024,S014,P086,79.0,148.88,,Premium
11-01-2024,S018,P094,114.0,2148.47,17.17,New
2024-11-11,S037,P057,167.0,2054.1,3.36,Regular
,S009,P057,76.0,3743.34,11.03,New
27/11/2024,S028,P047,62.0,3572.39,8.04,
19/11/2024,,P004,81.0,4443.32,11.95,
11-22-2024,S016,,33.0,4037.14,12.77,Regular
11-21-2024,S049,P070,169.0,1021.49,4.12,Regular
2024-11-17,S037,P073,155.0,4725.47,14.3,Premium
11-30-2024,S018,P066,79.0,3187.24,7.93,Regular
,S028,P080,,1964.24,0.61,Premium
11-09-2024,S014,P081,107.0,551.4,6.54,New
,S045,P011,128.0,3371.55,13.35,Premium
11-30-2024,S032,P016,176.0,,2.12,Regular
2024-11-04,S010,P046,190.0,985.44,12.9,
2024-11-09,S035,,80.0,1885.84,19.55,Premium
13/11/2024,S025,P088,189.0,3627.43,6.34,Regular
2024-11-04,S045,P026,41.0,1533.07,17.53,Regular
,S009,P086,,939.49,10.02,New
24/11/2024,S050,P002,55.0,2303.35,10.72,New
12/11/2024,S048,P043,182.0,627.16,0.02,Premium
2024-11-13,S048,P017,110.0,282.64,8.24,Regular
11-07-2024,S013,P038,134.0,2463.47,,New
29/11/2024,S007,P035,24.0,127.99,19.29,New
09/11/2024,S003,P042,32.0,577.91,13.08,Regular
11-13-2024,S025,P028,21.0,732.62,1.52,Premium
06/11/2024,S013,P094,24.0,,4.33,Regular
22/11/2024,S036,P041,111.0,4695.94,10.1,Premium
11-12-2024,S050,,38.0,4351.04,19.09,Premium
11-04-2024,S024,P088,59.0,1972.09,,Regular
26/11/2024,S018,,151.0,4782.94,12.53,New
14/11/2024,S019,P067,80.0,3471.4,14.69,Regular
11-26-2024,S007,P040,68.0,1144.11,,New
20/11/2024,S001,P098,91.0,4922.23,6.32,New
11-01-2024,S035,P069,197.0,4038.91,8.37,New
2024-11-04,S011,P007,182.0,1941.5,6.03,Premium
09/11/2024,S022,P086,30.0,3970.19,15.73,New
11-06-2024,S019,P034,48.0,2380.5,0.5,Regular
02/11/2024,S035,P025,174.0,2286.56,19.09,Premium
26/11/2024,S038,P025,25.0,4605.05,17.39,Premium
11-21-2024,S004,P055,2.0,2260.1,1.29,Premium
,S048,P088,33.0,1755.97,,New
11-16-2024,S002,P012,,443.69,11.87,Premium
,S034,P028,198.0,729.12,5.12,Regular
11-19-2024,S036,P042,138.0,,15.39,Premium
11-30-2024,S025,P098,155.0,3463.61,9.65,New
2024-11-19,S045,,61.0,,,Premium
11-20-2024,S015,P032,197.0,494.52,2.71,Regular
11-19-2024,S004,P062,,1957.4,6.54,Premium
11-24-2024,S048,P086,166.0,4310.93,16.43,Regular
11-04-2024,S034,P032,176.0,1150.47,4.0,Regular
,S030,P091,138.0,3235.98,12.98,New
2024-11-27,S005,P092,42.0,423.54,0.86,Regular
2024-11-18,S004,P058,132.0,1805.65,,
,S042,P071,15.0,104.73,16.88,Regular
11-29-2024,S045,P095,24.0,963.05,0.47,New
,S045,P066,62.0,1593.4,16.72,Premium
14/11/2024,S046,P019,168.0,2336.63,19.48,New
,S018,P009,13.0,4144.84,5.23,Premium
,S001,P064,77.0,1712.19,,Premium
2024-11-25,S021,P003,,3535.35,,Premium
2024-11-13,S021,,50.0,658.26,14.72,New
2024-11-23,S035,P069,200.0,2884.67,8.62,Premium
11-05-2024,S012,P023,137.0,2282.54,7.31,Premium
02/11/2024,,P075,199.0,1763.61,11.01,Regular
11-17-2024,S019,P021,76.0,,16.49,New
2024-11-08,S036,P056,40.0,1742.47,7.76,New
,S011,P035,,361.73,11.37,New
2024-11-05,S026,P020,180.0,3088.25,3.61,New
11-30-2024,S004,P085,,899.2,18.21,Premium
04/11/2024,S020,P035,133.0,1171.66,1.17,
,S045,P032,117.0,3249.66,9.12,Regular
,S019,P047,21.0,1424.08,0.78,Regular
11-23-2024,S043,P018,179.0,,18.66,Regular
09/11/2024,S045,P035,,4883.99,5.86,Premium
2024-11-02,S038,P044,35.0,2999.53,4.64,Regular
11-10-2024,S048,P019,192.0,978.26,7.71,Premium
01/11/2024,S019,P091,128.0,2396.32,13.58,New
11-02-2024,S034,P029,79.0,3617.79,4.18,Premium
2024-11-08,S005,P080,188.0,1840.82,16.54,
11-10-2024,S014,P016,,,8.28,Regular
2024-11-06,S016,P039,20.0,1206.05,6.75,Premium
11-09-2024,S033,P017,187.0,4680.55,10.13,Regular
,S027,P020,114.0,226.87,8.83,Premium
17/11/2024,S040,P100,130.0,3280.45,6.07,Regular
2024-11-26,S030,,50.0,734.75,4.93,Premium
11-24-2024,S049,P096,,2298.99,17.45,Regular
,S049,P013,159.0,3210.69,6.84,Regular
,S002,P018,119.0,1098.13,13.24,New
16/11/2024,S038,P052,106.0,4657.14,,New
11-02-2024,S041,P057,37.0,3645.74,2.28,Regular
11-17-2024,S042,P034,138.0,3514.62,,Premium
2024-11-09,,,42.0,1917.19,9.9,Regular
11-10-2024,S004,P041,29.0,1527.32,10.73,New
14/11/2024,S002,P028,137.0,1488.44,5.61,Premium
2024-11-26,S033,P055,72.0,617.0,8.35,Regular
2024-11-10,S007,P060,11.0,433.17,17.93,Regular
11-20-2024,S019,P001,132.0,3659.65,,Regular
28/11/2024,S045,,133.0,3344.47,13.0,Premium
01/11/2024,S016,P011,160.0,3593.73,16.68,Premium
2024-11-16,S008,P082,186.0,2106.42,6.95,Premium
11-09-2024,S022,P008,125.0,2703.27,,Regular
11-16-2024,S015,P008,53.0,4754.83,10.74,Premium
11-18-2024,S042,,19.0,,,New
13/11/2024,S041,P095,35.0,3431.27,16.64,Regular
11-08-2024,S044,,102.0,4069.63,3.34,New
11-26-2024,S013,P100,170.0,993.96,1.86,New
05/11/2024,S042,P041,,15635.088804849584,,Premium
11-10-2024,S007,P091,148.0,1649.21,4.49,Regular
11-30-2024,S037,P031,87.0,3651.73,9.36,New
2024-11-27,S025,P012,81.0,4213.56,1.05,Regular
2024-11-09,S036,P049,125.0,3092.21,4.86,Regular
11-26-2024,S035,P048,43.0,4950.52,11.81,Regular
11-08-2024,S042,P086,109.0,4853.18,3.23,New
18/11/2024,S032,P056,34.0,2260.3,15.78,New
03/11/2024,S004,P085,174.0,3529.6,2.16,New
10/11/2024,S036,P042,140.0,1005.36,2.13,Regular
2024-11-11,S041,P050,155.0,2982.72,9.8,Premium
2024-11-26,,P071,92.0,3610.87,3.3,Regular
11-29-2024,S039,P095,133.0,1425.76,16.04,New
08/11/2024,S024,P078,191.0,301.07,10.5,New
,S034,P097,118.0,764.03,7.35,Premium
11/11/2024,S011,P013,188.0,3520.74,5.84,Premium
11-28-2024,S041,P046,184.0,1498.0,8.36,New
2024-11-13,S025,P083,186.0,2123.73,17.01,Regular
2024-11-20,S011,P045,47.0,1930.21,13.15,Premium
,S013,P047,122.0,,14.25,Regular
,S045,P020,85.0,1482.11,1.48,Regular
21/11/2024,S006,P038,8.0,,5.16,Premium
11-09-2024,S047,P003,4.0,936.36,14.83,Regular
11/11/2024,S046,P005,41.0,1170.19,19.3,New
2024-11-03,S037,P082,149.0,42003.304455189544,17.0,Regular
04/11/2024,S011,P080,154.0,1570.71,5.65,Regular
30/11/2024,S027,P038,26.0,,5.73,Premium
2024-11-20,S013,P073,96.0,1491.54,13.55,Premium
11-25-2024,S007,P051,136.0,1655.47,15.64,
11-28-2024,S039,P007,180.0,379.13,16.3,Premium
2024-11-02,S002,P093,142.0,2515.11,,Premium
11-20-2024,S018,P093,100.0,4113.8,2.69,Regular
11-25-2024,S048,P014,195.0,3346.05,9.44,New
11-27-2024,S035,P080,150.0,4274.15,4.29,Premium
07/11/2024,S017,P037,116.0,923.36,,New
10/11/2024,S014,P029,126.0,3917.4,11.91,
11-26-2024,S034,,85.0,4616.36,,Premium
05/11/2024,S034,P010,5.0,1651.82,12.35,Premium
28/11/2024,S030,P098,58.0,4754.23,7.3,Regular
2024-11-10,S022,P002,75.0,116.1,12.52,Premium
19/11/2024,S008,P027,100.0,2401.21,,Premium
2024-11-30,S049,P047,191.0,2480.08,15.7,Premium
2024-11-07,S002,P015,52.0,3696.58,17.46,
11-09-2024,S010,P013,,4537.89,12.76,Premium
28/11/2024,S029,P001,124.0,3172.46,,Premium
11-18-2024,S041,P042,186.0,17.05,0.52,New
2024-11-01,,P095,,,15.9,Premium
16/11/2024,S017,P046,156.0,1393.71,10.91,New
12/11/2024,S031,P044,124.0,57.28,2.96,New
,S014,P056,199.0,4537.24,16.29,Regular
2024-11-11,S003,P052,98.0,2603.62,,Regular
11-21-2024,S002,P027,43.0,2691.94,4.66,Premium
2024-11-13,S032,P087,73.0,1675.99,2.75,Regular
2024-11-16,S020,P006,57.0,4874.22,1.55,New
11/11/2024,S049,P072,40.0,,7.87,Regular
11-22-2024,S019,P094,46.0,3600.04,5.85,Premium
11-23-2024,S020,P015,168.0,598.61,19.96,Premium
11-19-2024,S048,P046,5.0,4729.41,2.82,Premium
26/11/2024,S006,,,3586.56,13.69,Regular
11-04-2024,S020,P021,107.0,1407.8,1.87,New
11-29-2024,S034,,,1405.72,1.09,Premium
30/11/2024,S026,P006,143.0,2211.42,3.13,Premium
21/11/2024,S048,P069,169.0,4506.07,1.13,Regular
11-01-2024,S010,P005,18.0,1156.28,,Regular
2024-11-23,S021,P006,65.0,1967.71,1.16,Regular
11-08-2024,S027,P043,120.0,3796.29,3.66,Regular
11-12-2024,,P061,25.0,555.53,16.35,New
2024-11-03,S020,P098,147.0,115.21,7.11,Premium
11-24-2024,,P055,194.0,3097.78,5.64,New
11-03-2024,S016,P076,59.0,3692.62,15.41,Premium
13/11/2024,S010,,60.0,1011.76,,Regular
11-12-2024,S033,P034,167.0,3969.2,18.27,New
05/11/2024,S045,P029,111.0,4496.6,6.71,
2024-11-03,S006,P009,139.0,645.54,11.03,Regular
2024-11-28,S033,P019,73.0,422.4,14.72,
11-23-2024,S035,P016,,3360.67,15.76,New
16/11/2024,S047,P011,2.0,270.12,12.07,Regular
2024-11-20,S006,P020,119.0,1019.69,15.77,Premium
03/11/2024,S046,P053,2.0,3967.61,6.18,Regular
,S015,P054,132.0,4116.93,1.2,Premium
2024-11-27,S005,P089,155.0,2381.25,3.03,
18/11/2024,S001,,45.0,4649.49,16.29,New
2024-11-22,S002,P062,166.0,4973.99,15.51,Regular
11-28-2024,S041,P075,49.0,4680.05,7.39,Premium
17/11/2024,S030,P065,199.0,602.45,7.09,New
11-23-2024,S040,P073,193.0,1314.5,6.7,New
2024-11-02,S047,P038,93.0,3324.05,19.58,Regular
2024-11-01,S015,,171.0,3892.5,16.41,Regular
11-16-2024,S014,P024,,1405.15,,Regular
11/11/2024,S047,P013,128.0,3413.16,,Premium
18/11/2024,S023,P039,90.0,4909.92,7.63,Premium
2024-11-04,S029,P052,178.0,3996.79,,Regular
,S007,,48.0,3995.62,15.2,New
19/11/2024,S015,P078,58.0,3083.54,1.67,Regular
29/11/2024,S045,P038,135.0,2264.75,19.27,
11-24-2024,S013,P044,167.0,1337.01,,Premium
,S026,P008,126.0,525.46,8.3,Premium
2024-11-14,S036,P086,141.0,4059.69,,Regular
01/11/2024,S001,P098,165.0,2007.41,16.72,
11-10-2024,S050,P030,142.0,1589.82,3.02,Premium
16/11/2024,S033,,78.0,2312.13,,
2024-11-18,S037,P036,149.0,3752.18,17.63,Premium
,S008,P069,118.0,2824.57,,
11-18-2024,S007,P093,121.0,3436.35,11.66,Premium
11-15-2024,S042,P026,192.0,1911.55,2.42,Premium
2024-11-19,S013,P057,37.0,21.54,14.93,Premium
11-04-2024,S015,P038,4.0,3528.77,18.25,Regular
2024-11-20,S026,P045,,2871.78,6.39,New
11-29-2024,S010,P010,12.0,1166.72,,New
13/11/2024,S041,P048,,1868.56,1.02,Premium
2024-11-02,,P075,137.0,1308.7,9.45,Premium
11-09-2024,S047,P076,176.0,2114.03,18.55,Premium
,S030,P034,11.0,1329.79,16.44,Regular
11-28-2024,S045,,41.0,1234.07,2.12,Premium
2024-11-15,S035,P048,24.0,575.7,9.76,New
11-27-2024,S023,P010,,1680.4,17.49,Premium
2024-11-02,S027,P089,94.0,98.46,18.02,Regular
11-15-2024,S018,P092,67.0,1783.32,17.88,
05/11/2024,S032,P072,88.0,4916.88,9.14,Regular
2024-11-03,S002,P009,99.0,3437.39,13.11,Premium
2024-11-17,S017,P099,57.0,1192.08,8.99,Premium
23/11/2024,S011,P014,11.0,2146.71,1.44,New
11-15-2024,S025,P031,196.0,2966.6,4.03,New
11-26-2024,S042,P022,131.0,1166.27,4.1,Regular
11-26-2024,,P066,110.0,3899.92,0.14,New
11-27-2024,S039,P076,167.0,2102.58,5.55,
22/11/2024,S007,P090,141.0,4209.34,2.71,Premium
11-29-2024,S030,P046,126.0,412.43,1.62,New
11-24-2024,S008,P089,170.0,408.03,9.46,Premium
11-22-2024,S037,P055,,325.22,11.56,Regular
11-17-2024,S024,P004,135.0,3808.12,1.46,Regular
,S011,P019,110.0,2298.02,6.02,Regular
2024-11-08,S050,P011,12.0,1952.49,12.81,Premium
04/11/2024,S047,P079,29.0,1972.79,11.1,Premium
2024-11-18,S045,P035,,2891.58,2.67,New
11-27-2024,S002,P046,108.0,2264.15,1.03,New
08/11/2024,S013,,84.0,,13.92,Premium
11-06-2024,S021,P074,168.0,4168.71,4.53,Regular
11-23-2024,S005,P099,,1777.6,0.19,Regular
11-13-2024,S044,P073,141.0,1686.17,3.79,Premium
,S013,P100,121.0,4009.23,,New
,S033,P086,39.0,1908.61,16.36,Regular
,S004,P008,165.0,2172.4,10.43,New
11-24-2024,S020,P040,45.0,2741.55,,Premium
11/11/2024,S006,P061,28.0,4527.62,4.12,Regular
2024-11-25,S008,P044,97.0,3373.73,12.32,Premium
,S029,P019,148.0,3892.12,15.29,Premium
13/11/2024,S019,P024,69.0,700.32,,Regular
2024-11-21,S015,P037,109.0,2338.63,6.23,New
11-17-2024,S019,P057,194.0,4201.78,7.64,Premium
18/11/2024,S024,P041,191.0,1862.92,3.94,Premium
11-30-2024,S041,P030,53.0,1933.69,8.46,Premium
11-01-2024,S016,P022,100.0,3903.46,1.12,Regular
,S012,P070,32.0,775.0,11.42,Premium
11-25-2024,S013,P034,38.0,1063.55,15.01,Premium
2024-11-04,S034,P011,64.0,1882.37,0.94,Regular
02/11/2024,S003,P074,144.0,1461.94,10.39,Premium
2024-11-15,S036,P075,34.0,2977.55,3.75,Premium
11-21-2024,S041,P060,14.0,2705.15,10.34,
07/11/2024,S012,P052,11.0,1707.87,11.74,Premium
11-07-2024,S027,P030,109.0,1184.51,14.81,Regular
2024-11-03,S028,P086,88.0,3813.3,,Premium
2024-11-19,S038,P082,171.0,2040.46,,New
15/11/2024,S029,P086,68.0,3060.93,11.67,New
,S005,P027,120.0,4919.77,,Regular
11-24-2024,S001,P056,,416.32,14.42,Regular
01/11/2024,S007,P005,115.0,1476.85,3.69,Regular
2024-11-14,S011,P004,92.0,2637.45,16.52,Premium
19/11/2024,S043,P065,193.0,3454.89,13.95,Premium
02/11/2024,S002,P016,84.0,2473.24,5.56,Premium
2024-11-21,S024,P074,93.0,4255.69,,New
11-22-2024,S017,P077,72.0,4772.63,6.93,New
11-18-2024,S044,P080,31.0,2630.19,0.84,Premium
11-29-2024,S010,P071,46.0,4572.32,12.01,Premium
11-26-2024,S029,P095,194.0,58.16,7.83,Regular
11-10-2024,S030,P034,25.0,3470.54,14.34,Regular
04/11/2024,S042,P090,158.0,2894.6,13.57,New
11-26-2024,S013,P087,13.0,2896.48,13.07,New
11-17-2024,S040,P053,26.0,3196.08,1.09,Regular
2024-11-05,S001,P045,143.0,977.72,,Premium
2024-11-19,S025,P001,28.0,495.02,0.87,Regular
11-29-2024,S026,P073,166.0,3385.63,16.71,Premium
11-30-2024,S017,P085,142.0,1059.27,16.32,New
,S019,P010,83.0,1464.49,10.18,Premium
11-13-2024,S031,P044,162.0,905.82,7.77,New
11-10-2024,S011,P064,163.0,1838.1,15.65,New
09/11/2024,S008,P060,170.0,3507.2,13.33,New
12/11/2024,S025,P024,177.0,4005.54,17.02,Regular
30/11/2024,S027,P033,19.0,3715.04,5.66,Regular
11-28-2024,S021,,154.0,4065.32,1.33,Regular
05/11/2024,S030,P009,173.0,,13.49,Regular
02/11/2024,S032,,19.0,35.72,7.12,New
11-12-2024,S037,P040,48.0,3105.12,13.47,Regular
,S009,P074,,2701.06,1.65,New
2024-11-05,S013,P004,170.0,625.34,17.54,Regular
2024-11-30,S044,P034,102.0,,3.35,Regular
11-19-2024,S042,P020,9.0,2238.39,9.16,New
11-10-2024,S033,P001,156.0,,5.9,New
2024-11-20,S022,,152.0,2730.99,19.0,Regular
11-18-2024,S043,P008,197.0,4339.74,5.14,New
2024-11-12,,P067,159.0,2860.05,15.4,Regular
,S001,P048,39.0,1216.58,13.89,New
,S010,P084,165.0,1103.61,17.27,New
10/11/2024,S008,P098,79.0,3182.88,11.44,Regular
2024-11-12,S017,P094,89.0,1417.46,,New
11-05-2024,S050,,22.0,,7.99,Premium
,S037,P049,195.0,2868.32,7.21,Regular
11-12-2024,S009,P089,53.0,2165.95,4.03,Regular
,S033,P026,,2415.44,19.17,Regular
11-29-2024,S003,P061,107.0,4906.61,16.01,Premium
15/11/2024,S048,P011,65.0,4510.31,3.64,Premium
21/11/2024,S028,P015,179.0,1884.75,5.53,Regular
08/11/2024,S037,P024,33.0,206.62,2.74,New
11-19-2024,S046,P023,193.0,502.98,16.63,Regular
25/11/2024,S004,P027,16.0,673.55,12.77,New
,S045,P033,136.0,2803.46,16.85,Regular
2024-11-04,S040,P046,57.0,634.87,2.08,Regular
11-04-2024,S006,P050,25.0,3748.65,1.69,Premium
,S007,P074,176.0,4757.25,19.53,Premium
2024-11-17,S017,P058,174.0,1147.1,10.29,New
12/11/2024,,P001,84.0,1549.13,7.28,Regular
12/11/2024,S032,P080,13.0,4651.97,1.52,Regular
2024-11-14,S040,P011,200.0,932.17,5.17,New
,S024,P085,103.0,3056.83,12.92,New
04/11/2024,S038,P090,68.0,3692.58,,Premium
27/11/2024,S016,P090,8.0,3238.14,17.02,New
2024-11-02,S019,P094,107.0,3780.07,19.64,New
11-13-2024,S021,P011,103.0,2357.04,14.39,Premium
01/11/2024,S016,P097,38.0,3667.13,12.28,Regular
2024-11-05,S003,P026,79.0,3202.11,2.91,
14/11/2024,,P069,71.0,4129.58,11.51,Premium
28/11/2024,S030,P018,78.0,2648.99,16.38,Premium
2024-11-29,S017,P041,45.0,1162.54,6.53,Regular
28/11/2024,S019,P053,,763.2,7.41,Regular
2024-11-29,S014,P099,58.0,1546.77,17.9,Regular
2024-11-15,S011,P009,,2031.72,16.69,Regular
11-17-2024,S030,P003,69.0,3090.93,1.32,Premium
17/11/2024,S001,P053,48.0,4037.57,1.26,Premium
11-05-2024,S010,P027,37.0,3754.61,13.33,Regular
11-09-2024,,,177.0,4031.41,4.46,Premium
20/11/2024,S043,P099,171.0,2475.52,12.18,New
2024-11-02,S014,P085,123.0,2465.1,19.09,New
11-08-2024,S031,P072,41.0,647.01,16.26,Regular
09/11/2024,S034,P099,112.0,1990.36,14.97,Premium
11-21-2024,S040,P086,172.0,2204.64,12.01,Premium
2024-11-30,S005,P008,39.0,3460.77,,New
15/11/2024,S031,P097,3.0,998.02,11.61,New
22/11/2024,S037,P008,,3202.37,19.37,New
11-17-2024,S022,P003,83.0,4569.68,1.85,Regular
2024-11-27,S049,P060,18.0,3040.46,9.61,Regular
11-27-2024,S043,P068,69.0,4577.3,18.17,Regular
11-18-2024,S035,P062,14.0,4620.09,10.38,Regular
11-21-2024,S039,P010,46.0,2495.24,4.89,New
11-18-2024,S047,P031,114.0,4462.96,13.69,Premium
11-04-2024,S023,,6.0,1212.59,1.48,Premium
16/11/2024,S045,P057,94.0,4304.06,6.91,
11-03-2024,S027,P017,10.0,867.91,14.98,Regular
05/11/2024,S015,P073,151.0,3479.69,,Premium
,S006,P085,124.0,1786.2,11.7,Regular
11-19-2024,S006,,143.0,463.75,10.52,Regular
2024-11-27,S049,P079,1.0,1141.79,14.49,New
11-25-2024,S031,P046,,2570.63,,Premium
2024-11-02,S014,P074,125.0,646.07,1.18,Regular
11-03-2024,S031,P056,141.0,,10.91,New
11-15-2024,S049,P019,,225.57,,Premium
11-19-2024,,P081,6.0,2520.05,15.04,Premium
2024-11-02,S027,,2.0,3328.71,19.07,Regular
11-03-2024,S032,P086,128.0,4596.86,12.58,
11-11-2024,S021,P078,,4313.03,2.82,Premium
09/11/2024,,P033,139.0,1584.48,6.48,
10/11/2024,S049,P032,164.0,3467.65,,Regular
2024-11-11,S009,P033,102.0,2875.99,5.5,Premium
11-23-2024,S045,P024,68.0,1236.43,15.0,New
,S022,P006,39.0,,,Premium
11-08-2024,S011,P071,60.0,2806.28,15.05,New
,S014,P088,136.0,2179.33,7.55,Premium
23/11/2024,S045,P034,32.0,3262.09,19.28,Premium
22/11/2024,S034,P063,144.0,370.81,2.57,Premium
11-26-2024,S015,P028,115.0,3410.2,19.69,New
2024-11-04,S008,P047,45.0,1928.32,10.64,New
13/11/2024,S041,,24.0,3049.27,11.05,Regular
07/11/2024,S015,P051,46.0,2678.55,14.66,Premium
01/11/2024,S005,P070,67.0,1759.94,,
11-06-2024,S024,P019,178.0,2405.6,15.97,Regular
22/11/2024,S030,P018,134.0,2962.76,2.22,New
09/11/2024,S013,P058,10.0,1105.33,16.31,Regular
10/11/2024,S013,,37.0,4704.69,7.65,Regular
09/11/2024,S045,,63.0,2748.9,7.06,New
2024-11-13,S035,,155.0,214.45,9.99,New
2024-11-17,S023,P066,67.0,4668.75,6.32,Regular
11-29-2024,S010,P024,88.0,,18.54,Regular
11-02-2024,S035,P084,86.0,585.28,8.09,New
2024-11-03,S041,P033,187.0,,,Premium
,S010,P061,95.0,3026.45,8.1,Premium
07/11/2024,S043,P006,97.0,2453.45,18.39,Premium
11-23-2024,S009,,33.0,4074.24,10.93,Regular
06/11/2024,,P080,165.0,3792.76,0.93,New
30/11/2024,S011,P093,150.0,4726.52,,
30/11/2024,S024,P005,186.0,1668.04,11.77,New
30/11/2024,S013,P060,,,12.24,Premium
2024-11-28,S039,P007,182.0,1030.87,6.84,New
11-28-2024,S014,P043,166.0,2583.38,13.77,Premium
06/11/2024,S050,P030,65.0,3918.84,14.06,Premium
2024-11-08,S029,P066,188.0,3089.48,6.87,Regular
2024-11-18,S012,P018,139.0,1333.22,10.61,Premium
2024-11-07,S013,P065,30.0,4254.01,15.42,
2024-11-27,S047,P071,85.0,1855.04,13.68,Regular
24/11/2024,S037,P035,99.0,985.72,3.55,New
17/11/2024,S021,P039,175.0,2149.21,10.86,Premium
25/11/2024,S017,P063,117.0,3406.85,2.07,New
20/11/2024,S019,P018,166.0,4898.1,4.2,New
15/11/2024,S012,P014,169.0,1396.42,,Regular
11/11/2024,S033,P017,51.0,1864.19,19.87,Premium
11-12-2024,S028,P057,15.0,2761.83,6.85,Regular
2024-11-03,S012,P084,148.0,1829.75,16.96,New
02/11/2024,S016,P005,88.0,3319.63,1.64,New
11-19-2024,S046,P087,92.0,4193.88,19.41,New
2024-11-19,S005,P069,39.0,506.87,,Regular
11-08-2024,S008,P043,44.0,2151.38,8.94,Premium
11-29-2024,S026,P027,184.0,,10.32,New
23/11/2024,S031,P091,9.0,692.56,,New
22/11/2024,S003,P085,65.0,2190.5,19.27,
18/11/2024,S019,P025,142.0,4011.7,12.59,Premium
20/11/2024,S021,P053,113.0,3737.78,10.3,New
2024-11-07,S037,P018,80.0,2595.92,19.32,Regular
2024-11-16,S014,P072,73.0,3943.49,9.51,Regular
2024-11-26,S031,P072,47.0,2166.45,,Premium
11-04-2024,S033,P014,146.0,2096.45,1.43,New
04/11/2024,S045,P065,23.0,4065.21,18.21,Premium
2024-11-12,S028,P050,42.0,2098.62,7.3,
2024-11-12,S018,P006,20.0,1867.62,,Premium
11-10-2024,,P077,,1412.93,13.66,Premium
11-21-2024,S026,P012,181.0,,9.68,New
2024-11-18,S010,P090,111.0,2866.11,11.7,Premium
11-23-2024,S005,P072,170.0,4245.95,16.95,New
03/11/2024,S023,P043,38.0,747.9,11.13,New
11-12-2024,,P084,114.0,2121.76,10.81,New
2024-11-07,S010,P009,1.0,3979.39,5.73,New
11-03-2024,S006,P094,34.0,4203.59,9.26,Premium
,S010,P060,100.0,2171.91,0.12,Premium
11-17-2024,S040,P032,128.0,3625.98,5.53,New
2024-11-02,S042,P096,105.0,85.97,19.1,Regular
11-02-2024,S027,P060,142.0,4408.13,19.14,Premium
03/11/2024,S009,P050,57.0,2247.36,5.33,New
2024-11-03,S025,P019,37.0,1430.52,12.56,
2024-11-21,S047,P083,178.0,1432.99,7.87,Premium
04/11/2024,S027,P063,106.0,133.48,18.71,
11-24-2024,S004,P078,186.0,4467.91,11.0,Regular
12/11/2024,S023,P094,177.0,4288.57,3.66,Premium
11-22-2024,S023,P045,12.0,2979.41,7.15,Premium
11-23-2024,S013,P096,22.0,2031.67,3.36,Regular
2024-11-07,S005,P015,177.0,2365.57,2.52,Regular
20/11/2024,S038,P090,196.0,340.4,6.64,New
2024-11-29,S018,P098,141.0,362.09,5.64,Regular
11-18-2024,S049,P093,175.0,227.71,,Premium
,S007,P015,83.0,4630.78,1.72,New
11-08-2024,S020,P004,18.0,148.63,0.04,New
11-19-2024,S032,P062,133.0,880.71,14.16,Premium
28/11/2024,S030,P022,7.0,2542.16,,New
23/11/2024,S046,P064,48.0,3133.74,9.92,Premium
30/11/2024,S040,P005,68.0,2615.14,9.44,Premium
19/11/2024,S023,P009,15.0,690.12,15.21,Premium
08/11/2024,S024,P049,190.0,3237.28,3.34,Regular
23/11/2024,S031,P049,132.0,3325.39,14.38,Premium
11-13-2024,S039,P023,32.0,2905.51,1.48,Premium
2024-11-15,S030,P072,113.0,546.32,4.73,Regular
11-28-2024,S031,P071,1.0,2384.59,0.05,New
25/11/2024,S019,P022,,3252.33,11.88,Regular
2024-11-19,S020,P085,,4885.59,5.35,Premium
28/11/2024,,P034,190.0,1036.87,,Premium
11-01-2024,S040,P017,90.0,2995.51,2.58,Regular
11-22-2024,S046,P059,189.0,1313.5,14.27,Regular
,S012,P058,158.0,1485.89,2.91,Premium
2024-11-10,S049,P094,181.0,2940.85,10.68,Premium
2024-11-25,S007,P030,97.0,1767.59,16.85,New
08/11/2024,S038,P005,78.0,207.1,6.76,Premium
11/11/2024,,P056,164.0,1077.33,3.15,Regular
20/11/2024,S020,P078,22.0,1580.56,1.26,Regular
2024-11-03,S024,P067,185.0,4295.51,3.32,Premium
11-03-2024,S016,P006,128.0,650.48,2.95,New
,S035,P014,180.0,,15.67,Regular
2024-11-12,S004,P041,193.0,3066.74,9.84,
11-13-2024,S007,P010,1.0,,,New
